id,PredictionString
0b55f8263527_study,negative 0.867681 0 0 1 1 typical 0.312589 0 0 1 1 indeterminate 0.336150 0 0 1 1 atypical 0.156672 0 0 1 1
0b6af2d5fa06_study,negative 0.935967 0 0 1 1 typical 0.157937 0 0 1 1 indeterminate 0.263816 0 0 1 1 atypical 0.163065 0 0 1 1
0ba4b75a0784_study,negative 0.849605 0 0 1 1 typical 0.234534 0 0 1 1 indeterminate 0.348111 0 0 1 1 atypical 0.279486 0 0 1 1
0bc43d526b5d_study,negative 0.130136 0 0 1 1 typical 0.857531 0 0 1 1 indeterminate 0.432894 0 0 1 1 atypical 0.241853 0 0 1 1
0bdd39af9529_study,negative 0.410212 0 0 1 1 typical 0.655791 0 0 1 1 indeterminate 0.520494 0 0 1 1 atypical 0.300526 0 0 1 1
0cca5e135833_study,negative 0.071467 0 0 1 1 typical 0.851947 0 0 1 1 indeterminate 0.400174 0 0 1 1 atypical 0.308529 0 0 1 1
0d21581c34cf_study,negative 0.236219 0 0 1 1 typical 0.726460 0 0 1 1 indeterminate 0.511060 0 0 1 1 atypical 0.382956 0 0 1 1
0d476d070d71_study,negative 0.611610 0 0 1 1 typical 0.528788 0 0 1 1 indeterminate 0.494546 0 0 1 1 atypical 0.302247 0 0 1 1
0d7e69753505_study,negative 0.861010 0 0 1 1 typical 0.312148 0 0 1 1 indeterminate 0.345620 0 0 1 1 atypical 0.170147 0 0 1 1
0d90fdee21da_study,negative 0.237581 0 0 1 1 typical 0.749174 0 0 1 1 indeterminate 0.507933 0 0 1 1 atypical 0.324619 0 0 1 1
0dd6457640a2_study,negative 0.825114 0 0 1 1 typical 0.322394 0 0 1 1 indeterminate 0.373623 0 0 1 1 atypical 0.219541 0 0 1 1
0e5a61d4ecaf_study,negative 0.031569 0 0 1 1 typical 0.966544 0 0 1 1 indeterminate 0.230282 0 0 1 1 atypical 0.097867 0 0 1 1
0e6a7ad528a2_study,negative 0.010279 0 0 1 1 typical 0.984968 0 0 1 1 indeterminate 0.153007 0 0 1 1 atypical 0.061086 0 0 1 1
0e72153af29d_study,negative 0.716256 0 0 1 1 typical 0.333011 0 0 1 1 indeterminate 0.454591 0 0 1 1 atypical 0.404631 0 0 1 1
0e943735788f_study,negative 0.081329 0 0 1 1 typical 0.875621 0 0 1 1 indeterminate 0.400740 0 0 1 1 atypical 0.250015 0 0 1 1
0ebc8d73fad5_study,negative 0.196646 0 0 1 1 typical 0.720523 0 0 1 1 indeterminate 0.528336 0 0 1 1 atypical 0.400048 0 0 1 1
0ebcd444ab94_study,negative 0.082626 0 0 1 1 typical 0.848586 0 0 1 1 indeterminate 0.429796 0 0 1 1 atypical 0.278536 0 0 1 1
0ec0901a5d45_study,negative 0.297673 0 0 1 1 typical 0.680331 0 0 1 1 indeterminate 0.548774 0 0 1 1 atypical 0.378715 0 0 1 1
0ecd0d14d4f4_study,negative 0.088501 0 0 1 1 typical 0.874281 0 0 1 1 indeterminate 0.402919 0 0 1 1 atypical 0.231003 0 0 1 1
0f6a24630aae_study,negative 0.563244 0 0 1 1 typical 0.451070 0 0 1 1 indeterminate 0.524672 0 0 1 1 atypical 0.438643 0 0 1 1
0f78e4f5c662_study,negative 0.528810 0 0 1 1 typical 0.475808 0 0 1 1 indeterminate 0.512587 0 0 1 1 atypical 0.452334 0 0 1 1
0fa7372c4120_study,negative 0.080735 0 0 1 1 typical 0.926056 0 0 1 1 indeterminate 0.328887 0 0 1 1 atypical 0.152711 0 0 1 1
0fb12a40b091_study,negative 0.791735 0 0 1 1 typical 0.354852 0 0 1 1 indeterminate 0.415087 0 0 1 1 atypical 0.256191 0 0 1 1
102b201f8074_study,negative 0.218011 0 0 1 1 typical 0.331297 0 0 1 1 indeterminate 0.457051 0 0 1 1 atypical 0.766714 0 0 1 1
10450f9a0671_study,negative 0.479847 0 0 1 1 typical 0.603335 0 0 1 1 indeterminate 0.512499 0 0 1 1 atypical 0.357357 0 0 1 1
106326aea184_study,negative 0.821998 0 0 1 1 typical 0.243413 0 0 1 1 indeterminate 0.385868 0 0 1 1 atypical 0.314297 0 0 1 1
108d012276cd_study,negative 0.362973 0 0 1 1 typical 0.650284 0 0 1 1 indeterminate 0.522627 0 0 1 1 atypical 0.401322 0 0 1 1
10e136a7def6_study,negative 0.899430 0 0 1 1 typical 0.222763 0 0 1 1 indeterminate 0.306205 0 0 1 1 atypical 0.179479 0 0 1 1
10e407d29b98_study,negative 0.682383 0 0 1 1 typical 0.488786 0 0 1 1 indeterminate 0.469390 0 0 1 1 atypical 0.259880 0 0 1 1
112fca0c27c7_study,negative 0.023851 0 0 1 1 typical 0.940707 0 0 1 1 indeterminate 0.274973 0 0 1 1 atypical 0.186404 0 0 1 1
1150b14c8978_study,negative 0.573185 0 0 1 1 typical 0.579482 0 0 1 1 indeterminate 0.497621 0 0 1 1 atypical 0.271277 0 0 1 1
11808a6c4ebc_study,negative 0.033150 0 0 1 1 typical 0.960735 0 0 1 1 indeterminate 0.240885 0 0 1 1 atypical 0.119387 0 0 1 1
119e45ffb508_study,negative 0.049194 0 0 1 1 typical 0.940761 0 0 1 1 indeterminate 0.289122 0 0 1 1 atypical 0.151536 0 0 1 1
1204a99587e8_study,negative 0.817440 0 0 1 1 typical 0.358412 0 0 1 1 indeterminate 0.377253 0 0 1 1 atypical 0.203592 0 0 1 1
124796c05943_study,negative 0.014778 0 0 1 1 typical 0.975716 0 0 1 1 indeterminate 0.193583 0 0 1 1 atypical 0.087151 0 0 1 1
12d16bfd378c_study,negative 0.252955 0 0 1 1 typical 0.434651 0 0 1 1 indeterminate 0.523637 0 0 1 1 atypical 0.668188 0 0 1 1
12d71150e1c6_study,negative 0.564110 0 0 1 1 typical 0.552310 0 0 1 1 indeterminate 0.519317 0 0 1 1 atypical 0.311539 0 0 1 1
12e91c6be34e_study,negative 0.050386 0 0 1 1 typical 0.946651 0 0 1 1 indeterminate 0.285716 0 0 1 1 atypical 0.131664 0 0 1 1
134a29f5263d_study,negative 0.949761 0 0 1 1 typical 0.160802 0 0 1 1 indeterminate 0.242174 0 0 1 1 atypical 0.105814 0 0 1 1
13dd8cf5ae88_study,negative 0.059243 0 0 1 1 typical 0.910909 0 0 1 1 indeterminate 0.321245 0 0 1 1 atypical 0.203917 0 0 1 1
14072c7f2a75_study,negative 0.076733 0 0 1 1 typical 0.934986 0 0 1 1 indeterminate 0.311534 0 0 1 1 atypical 0.137396 0 0 1 1
1432f644f41a_study,negative 0.910972 0 0 1 1 typical 0.221465 0 0 1 1 indeterminate 0.304029 0 0 1 1 atypical 0.161120 0 0 1 1
1448dfb57548_study,negative 0.945988 0 0 1 1 typical 0.161017 0 0 1 1 indeterminate 0.246068 0 0 1 1 atypical 0.122869 0 0 1 1
147a09511a1b_study,negative 0.352678 0 0 1 1 typical 0.624691 0 0 1 1 indeterminate 0.573901 0 0 1 1 atypical 0.380862 0 0 1 1
148c96b41de4_study,negative 0.640175 0 0 1 1 typical 0.418216 0 0 1 1 indeterminate 0.523710 0 0 1 1 atypical 0.351821 0 0 1 1
149c8d66e874_study,negative 0.015722 0 0 1 1 typical 0.978618 0 0 1 1 indeterminate 0.184710 0 0 1 1 atypical 0.078812 0 0 1 1
14be2e12c7cf_study,negative 0.052347 0 0 1 1 typical 0.927207 0 0 1 1 indeterminate 0.326651 0 0 1 1 atypical 0.172869 0 0 1 1
1517e9b8a9f3_study,negative 0.451289 0 0 1 1 typical 0.642162 0 0 1 1 indeterminate 0.523012 0 0 1 1 atypical 0.301417 0 0 1 1
1595ac3e0da9_study,negative 0.624973 0 0 1 1 typical 0.387447 0 0 1 1 indeterminate 0.511500 0 0 1 1 atypical 0.380313 0 0 1 1
15c748a291eb_study,negative 0.026031 0 0 1 1 typical 0.938183 0 0 1 1 indeterminate 0.276099 0 0 1 1 atypical 0.180812 0 0 1 1
163abcbc5d4a_study,negative 0.234881 0 0 1 1 typical 0.801799 0 0 1 1 indeterminate 0.467786 0 0 1 1 atypical 0.267096 0 0 1 1
164b05333dd6_study,negative 0.594122 0 0 1 1 typical 0.428611 0 0 1 1 indeterminate 0.516327 0 0 1 1 atypical 0.436766 0 0 1 1
164de8fd99f3_study,negative 0.845759 0 0 1 1 typical 0.323951 0 0 1 1 indeterminate 0.370425 0 0 1 1 atypical 0.195739 0 0 1 1
1655b1e7933e_study,negative 0.529361 0 0 1 1 typical 0.618278 0 0 1 1 indeterminate 0.488501 0 0 1 1 atypical 0.264604 0 0 1 1
16924e50c674_study,negative 0.147937 0 0 1 1 typical 0.899714 0 0 1 1 indeterminate 0.366594 0 0 1 1 atypical 0.159561 0 0 1 1
17562fa44338_study,negative 0.016182 0 0 1 1 typical 0.974980 0 0 1 1 indeterminate 0.198629 0 0 1 1 atypical 0.089891 0 0 1 1
1777481e665f_study,negative 0.883661 0 0 1 1 typical 0.243659 0 0 1 1 indeterminate 0.331829 0 0 1 1 atypical 0.183890 0 0 1 1
17ffbc3d2207_study,negative 0.935396 0 0 1 1 typical 0.179023 0 0 1 1 indeterminate 0.266240 0 0 1 1 atypical 0.134455 0 0 1 1
1834c71c3ae8_study,negative 0.752633 0 0 1 1 typical 0.387005 0 0 1 1 indeterminate 0.425639 0 0 1 1 atypical 0.264565 0 0 1 1
1846f85eefa1_study,negative 0.896497 0 0 1 1 typical 0.226778 0 0 1 1 indeterminate 0.324035 0 0 1 1 atypical 0.193224 0 0 1 1
18acddb9abb7_study,negative 0.950877 0 0 1 1 typical 0.153680 0 0 1 1 indeterminate 0.238498 0 0 1 1 atypical 0.114887 0 0 1 1
18b75ba2b7e9_study,negative 0.813869 0 0 1 1 typical 0.311442 0 0 1 1 indeterminate 0.388273 0 0 1 1 atypical 0.232948 0 0 1 1
18c4af7e2309_study,negative 0.022428 0 0 1 1 typical 0.968661 0 0 1 1 indeterminate 0.218185 0 0 1 1 atypical 0.100873 0 0 1 1
18c748563dad_study,negative 0.479174 0 0 1 1 typical 0.509194 0 0 1 1 indeterminate 0.512589 0 0 1 1 atypical 0.483140 0 0 1 1
18d983a50a6c_study,negative 0.195745 0 0 1 1 typical 0.791977 0 0 1 1 indeterminate 0.424690 0 0 1 1 atypical 0.320940 0 0 1 1
18ffa70a4a16_study,negative 0.112046 0 0 1 1 typical 0.887678 0 0 1 1 indeterminate 0.388097 0 0 1 1 atypical 0.210097 0 0 1 1
191774101c9d_study,negative 0.569321 0 0 1 1 typical 0.526150 0 0 1 1 indeterminate 0.513391 0 0 1 1 atypical 0.348225 0 0 1 1
19a13254e857_study,negative 0.082934 0 0 1 1 typical 0.710223 0 0 1 1 indeterminate 0.484638 0 0 1 1 atypical 0.487840 0 0 1 1
19a57af80883_study,negative 0.405152 0 0 1 1 typical 0.666640 0 0 1 1 indeterminate 0.516238 0 0 1 1 atypical 0.333480 0 0 1 1
19b12e65a279_study,negative 0.020935 0 0 1 1 typical 0.952407 0 0 1 1 indeterminate 0.252407 0 0 1 1 atypical 0.148608 0 0 1 1
19b85f5e7b8c_study,negative 0.136788 0 0 1 1 typical 0.803118 0 0 1 1 indeterminate 0.410931 0 0 1 1 atypical 0.350866 0 0 1 1
19b9a8cb7587_study,negative 0.417471 0 0 1 1 typical 0.585534 0 0 1 1 indeterminate 0.523057 0 0 1 1 atypical 0.428766 0 0 1 1
19c66935e737_study,negative 0.121927 0 0 1 1 typical 0.848929 0 0 1 1 indeterminate 0.433634 0 0 1 1 atypical 0.263255 0 0 1 1
1a066eb95115_study,negative 0.135510 0 0 1 1 typical 0.875275 0 0 1 1 indeterminate 0.409233 0 0 1 1 atypical 0.212505 0 0 1 1
1a3ded50a43c_study,negative 0.019793 0 0 1 1 typical 0.972230 0 0 1 1 indeterminate 0.201227 0 0 1 1 atypical 0.093294 0 0 1 1
1a59ea3cecd6_study,negative 0.955704 0 0 1 1 typical 0.132245 0 0 1 1 indeterminate 0.231483 0 0 1 1 atypical 0.117325 0 0 1 1
1a77f709c788_study,negative 0.245813 0 0 1 1 typical 0.739622 0 0 1 1 indeterminate 0.525151 0 0 1 1 atypical 0.320831 0 0 1 1
1a9c5c2f7e59_study,negative 0.174693 0 0 1 1 typical 0.840405 0 0 1 1 indeterminate 0.439938 0 0 1 1 atypical 0.251834 0 0 1 1
1a9f44aee665_study,negative 0.045970 0 0 1 1 typical 0.882792 0 0 1 1 indeterminate 0.342516 0 0 1 1 atypical 0.294240 0 0 1 1
1aa3bb040531_study,negative 0.730441 0 0 1 1 typical 0.453152 0 0 1 1 indeterminate 0.431445 0 0 1 1 atypical 0.233704 0 0 1 1
1ae25872bc71_study,negative 0.008252 0 0 1 1 typical 0.986434 0 0 1 1 indeterminate 0.148923 0 0 1 1 atypical 0.059027 0 0 1 1
1ae711bf2282_study,negative 0.048864 0 0 1 1 typical 0.947543 0 0 1 1 indeterminate 0.276162 0 0 1 1 atypical 0.128837 0 0 1 1
1b11175dece3_study,negative 0.311542 0 0 1 1 typical 0.642870 0 0 1 1 indeterminate 0.561653 0 0 1 1 atypical 0.399272 0 0 1 1
1b196a72b78e_study,negative 0.261242 0 0 1 1 typical 0.569248 0 0 1 1 indeterminate 0.530214 0 0 1 1 atypical 0.561940 0 0 1 1
1b2461a133fe_study,negative 0.072266 0 0 1 1 typical 0.905604 0 0 1 1 indeterminate 0.345344 0 0 1 1 atypical 0.218827 0 0 1 1
1b318f080b44_study,negative 0.880962 0 0 1 1 typical 0.269641 0 0 1 1 indeterminate 0.323281 0 0 1 1 atypical 0.170080 0 0 1 1
1b59d0b0ce5e_study,negative 0.557553 0 0 1 1 typical 0.564505 0 0 1 1 indeterminate 0.503779 0 0 1 1 atypical 0.326914 0 0 1 1
1b7084d11c83_study,negative 0.654423 0 0 1 1 typical 0.456380 0 0 1 1 indeterminate 0.496404 0 0 1 1 atypical 0.309982 0 0 1 1
1b742fd5cbb8_study,negative 0.030578 0 0 1 1 typical 0.929300 0 0 1 1 indeterminate 0.291391 0 0 1 1 atypical 0.187078 0 0 1 1
1ba7f3f733ef_study,negative 0.428482 0 0 1 1 typical 0.673059 0 0 1 1 indeterminate 0.493983 0 0 1 1 atypical 0.326680 0 0 1 1
1bc28a510f3f_study,negative 0.236238 0 0 1 1 typical 0.835980 0 0 1 1 indeterminate 0.439627 0 0 1 1 atypical 0.204821 0 0 1 1
1be8a02fd932_study,negative 0.012991 0 0 1 1 typical 0.960227 0 0 1 1 indeterminate 0.230660 0 0 1 1 atypical 0.141908 0 0 1 1
1c57d288256c_study,negative 0.415666 0 0 1 1 typical 0.652888 0 0 1 1 indeterminate 0.538470 0 0 1 1 atypical 0.320581 0 0 1 1
1c68665f6172_study,negative 0.750459 0 0 1 1 typical 0.342878 0 0 1 1 indeterminate 0.425425 0 0 1 1 atypical 0.337121 0 0 1 1
1c716d133c0c_study,negative 0.951290 0 0 1 1 typical 0.144339 0 0 1 1 indeterminate 0.236936 0 0 1 1 atypical 0.126343 0 0 1 1
1c9e697113ad_study,negative 0.307545 0 0 1 1 typical 0.704759 0 0 1 1 indeterminate 0.517462 0 0 1 1 atypical 0.354558 0 0 1 1
1cc565a82e77_study,negative 0.893853 0 0 1 1 typical 0.218540 0 0 1 1 indeterminate 0.309814 0 0 1 1 atypical 0.194640 0 0 1 1
1d1ad3db8061_study,negative 0.314415 0 0 1 1 typical 0.553443 0 0 1 1 indeterminate 0.568363 0 0 1 1 atypical 0.517884 0 0 1 1
1d2ad8808b78_study,negative 0.254763 0 0 1 1 typical 0.695089 0 0 1 1 indeterminate 0.533007 0 0 1 1 atypical 0.395891 0 0 1 1
1d35f2fd66d3_study,negative 0.923374 0 0 1 1 typical 0.214236 0 0 1 1 indeterminate 0.278008 0 0 1 1 atypical 0.127703 0 0 1 1
1d3a22017cc8_study,negative 0.438939 0 0 1 1 typical 0.590355 0 0 1 1 indeterminate 0.533077 0 0 1 1 atypical 0.387818 0 0 1 1
1d4a182c0628_study,negative 0.860002 0 0 1 1 typical 0.294094 0 0 1 1 indeterminate 0.362084 0 0 1 1 atypical 0.193104 0 0 1 1
1d4d06e6949b_study,negative 0.458846 0 0 1 1 typical 0.461552 0 0 1 1 indeterminate 0.544805 0 0 1 1 atypical 0.509279 0 0 1 1
1d54c8a15099_study,negative 0.059271 0 0 1 1 typical 0.922138 0 0 1 1 indeterminate 0.323480 0 0 1 1 atypical 0.192360 0 0 1 1
1d7b78acc1ff_study,negative 0.437547 0 0 1 1 typical 0.553071 0 0 1 1 indeterminate 0.573868 0 0 1 1 atypical 0.407628 0 0 1 1
1d8b4a15135f_study,negative 0.554256 0 0 1 1 typical 0.429450 0 0 1 1 indeterminate 0.536412 0 0 1 1 atypical 0.442263 0 0 1 1
1dd2fb2d3f1e_study,negative 0.913071 0 0 1 1 typical 0.187918 0 0 1 1 indeterminate 0.293741 0 0 1 1 atypical 0.192201 0 0 1 1
1de50b53d3ed_study,negative 0.900126 0 0 1 1 typical 0.221021 0 0 1 1 indeterminate 0.314689 0 0 1 1 atypical 0.187012 0 0 1 1
1df9ecb29c1d_study,negative 0.131921 0 0 1 1 typical 0.643137 0 0 1 1 indeterminate 0.541295 0 0 1 1 atypical 0.523368 0 0 1 1
1e3602b92e0e_study,negative 0.473882 0 0 1 1 typical 0.669391 0 0 1 1 indeterminate 0.501497 0 0 1 1 atypical 0.249849 0 0 1 1
1e4038367823_study,negative 0.480371 0 0 1 1 typical 0.482801 0 0 1 1 indeterminate 0.539578 0 0 1 1 atypical 0.467896 0 0 1 1
1ea213ae57bd_study,negative 0.881200 0 0 1 1 typical 0.236464 0 0 1 1 indeterminate 0.324191 0 0 1 1 atypical 0.214731 0 0 1 1
1ebfe0b61513_study,negative 0.886090 0 0 1 1 typical 0.248001 0 0 1 1 indeterminate 0.325477 0 0 1 1 atypical 0.166281 0 0 1 1
1ecac8a297f4_study,negative 0.877567 0 0 1 1 typical 0.257652 0 0 1 1 indeterminate 0.351893 0 0 1 1 atypical 0.184988 0 0 1 1
1ee21b7aa650_study,negative 0.019962 0 0 1 1 typical 0.966610 0 0 1 1 indeterminate 0.220267 0 0 1 1 atypical 0.114222 0 0 1 1
1ee9fcb22c59_study,negative 0.435573 0 0 1 1 typical 0.684737 0 0 1 1 indeterminate 0.496751 0 0 1 1 atypical 0.285805 0 0 1 1
1f19df99fff0_study,negative 0.938244 0 0 1 1 typical 0.170482 0 0 1 1 indeterminate 0.261932 0 0 1 1 atypical 0.136421 0 0 1 1
1f816ad2d311_study,negative 0.060903 0 0 1 1 typical 0.834151 0 0 1 1 indeterminate 0.397335 0 0 1 1 atypical 0.340638 0 0 1 1
1facfeaad22f_study,negative 0.010288 0 0 1 1 typical 0.973782 0 0 1 1 indeterminate 0.191954 0 0 1 1 atypical 0.103748 0 0 1 1
1fc194fcbdb4_study,negative 0.056181 0 0 1 1 typical 0.933670 0 0 1 1 indeterminate 0.312107 0 0 1 1 atypical 0.161592 0 0 1 1
201cb653921c_study,negative 0.065207 0 0 1 1 typical 0.914623 0 0 1 1 indeterminate 0.343931 0 0 1 1 atypical 0.197814 0 0 1 1
2020aec5ec84_study,negative 0.023193 0 0 1 1 typical 0.969278 0 0 1 1 indeterminate 0.215968 0 0 1 1 atypical 0.101525 0 0 1 1
203e5f34c76c_study,negative 0.918697 0 0 1 1 typical 0.182863 0 0 1 1 indeterminate 0.284063 0 0 1 1 atypical 0.194522 0 0 1 1
204153b77776_study,negative 0.058385 0 0 1 1 typical 0.918064 0 0 1 1 indeterminate 0.336738 0 0 1 1 atypical 0.193286 0 0 1 1
2052c5acf159_study,negative 0.303499 0 0 1 1 typical 0.792061 0 0 1 1 indeterminate 0.460288 0 0 1 1 atypical 0.230701 0 0 1 1
2099b41c14a9_study,negative 0.821226 0 0 1 1 typical 0.209505 0 0 1 1 indeterminate 0.374047 0 0 1 1 atypical 0.339747 0 0 1 1
20d3b1fee58f_study,negative 0.901566 0 0 1 1 typical 0.213633 0 0 1 1 indeterminate 0.314708 0 0 1 1 atypical 0.192031 0 0 1 1
20d832153c0e_study,negative 0.870824 0 0 1 1 typical 0.296230 0 0 1 1 indeterminate 0.344166 0 0 1 1 atypical 0.164021 0 0 1 1
20ead06f3576_study,negative 0.950204 0 0 1 1 typical 0.135742 0 0 1 1 indeterminate 0.240012 0 0 1 1 atypical 0.136819 0 0 1 1
21119216b217_study,negative 0.277162 0 0 1 1 typical 0.404524 0 0 1 1 indeterminate 0.456951 0 0 1 1 atypical 0.716891 0 0 1 1
